λ,σ,uncertainty
240.066,6.46e-18,7.928e-18
240.244,,6.453e-18
240.422,,6.446e-18
240.601,,6.439e-18
240.779,,6.432e-18
240.958,,6.425e-18
241.138,,6.417e-18
241.317,,6.409e-18
241.497,,6.401e-18
241.677,,6.393e-18
241.858,,6.384e-18
242.038,,6.376e-18
242.219,,6.367e-18
242.4,,6.358e-18
242.582,,6.349e-18
242.763,,6.339e-18
242.945,,6.33e-18
243.128,,6.32e-18
243.31,,6.31e-18
243.493,,6.3e-18
243.676,,6.29e-18
243.859,,6.279e-18
244.043,,6.268e-18
244.227,,6.257e-18
244.411,,6.246e-18
244.596,,6.235e-18
244.78,,6.223e-18
244.965,,6.212e-18
245.151,,6.2e-18
245.336,,6.188e-18
245.522,,6.176e-18
245.708,,6.163e-18
245.895,,6.151e-18
246.081,,6.138e-18
246.268,,6.125e-18
246.456,,6.112e-18
246.643,,6.098e-18
246.831,,6.085e-18
247.019,,6.071e-18
247.208,,6.057e-18
247.396,,6.043e-18
247.585,,6.029e-18
247.775,,6.015e-18
247.964,,6.0e-18
248.154,,5.985e-18
248.344,,5.97e-18
248.535,,5.955e-18
248.725,,5.94e-18
248.916,,5.925e-18
249.108,,5.909e-18
249.299,,5.894e-18
249.491,,5.878e-18
249.683,,5.862e-18
249.876,,5.845e-18
250.069,,5.829e-18
250.262,,5.813e-18
250.455,,5.796e-18
250.649,,5.779e-18
250.843,,5.762e-18
251.037,,5.745e-18
251.232,,5.728e-18
251.427,,5.71e-18
251.622,,5.693e-18
251.817,,5.675e-18
252.013,,5.657e-18
252.209,,5.639e-18
252.406,,5.621e-18
252.603,,5.603e-18
252.8,,5.584e-18
252.997,,5.566e-18
253.195,,5.547e-18
253.393,,5.528e-18
253.591,,5.509e-18
253.789,,5.49e-18
253.988,,5.471e-18
254.187,,5.452e-18
254.387,,5.432e-18
254.587,,5.413e-18
254.787,,5.393e-18
254.987,,5.373e-18
255.188,,5.354e-18
255.389,,5.334e-18
255.591,,5.313e-18
255.792,,5.293e-18
255.995,,5.273e-18
256.197,,5.253e-18
256.4,,5.232e-18
256.603,,5.211e-18
256.806,,5.191e-18
257.01,,5.17e-18
257.214,,5.149e-18
257.418,,5.128e-18
257.622,,5.107e-18
257.827,,5.086e-18
258.033,,5.064e-18
258.238,,5.043e-18
258.444,,5.022e-18
258.65,,5.0e-18
258.857,,4.979e-18
259.064,,4.957e-18
259.271,,4.935e-18
259.479,,4.913e-18
259.687,,4.892e-18
259.895,,4.87e-18
260.104,,4.848e-18
260.312,,4.826e-18
260.522,,4.803e-18
260.731,,4.781e-18
260.941,,4.759e-18
261.152,,4.737e-18
261.362,,4.715e-18
261.573,,4.692e-18
261.784,,4.67e-18
261.996,,4.647e-18
262.208,,4.625e-18
262.42,,4.602e-18
262.633,,4.58e-18
262.846,,4.557e-18
263.059,,4.534e-18
263.273,,4.512e-18
263.487,,4.489e-18
263.701,,4.466e-18
263.916,,4.443e-18
264.131,,4.421e-18
264.347,,4.398e-18
264.562,,4.375e-18
264.779,,4.352e-18
264.995,,4.329e-18
265.212,,4.306e-18
265.429,,4.284e-18
265.647,,4.261e-18
265.865,,4.238e-18
266.083,,4.215e-18
266.301,,4.192e-18
266.521,,4.169e-18
266.74,,4.146e-18
266.96,,4.123e-18
267.18,,4.1e-18
267.4,,4.078e-18
267.621,,4.055e-18
267.842,,4.032e-18
268.064,,4.009e-18
268.286,,3.986e-18
268.508,,3.963e-18
268.731,,3.941e-18
268.954,,3.918e-18
269.177,,3.895e-18
269.401,,3.872e-18
269.625,,3.85e-18
269.849,,3.827e-18
270.074,,3.804e-18
270.299,,3.782e-18
270.525,,3.759e-18
270.751,,3.737e-18
270.977,,3.714e-18
271.204,,3.692e-18
271.431,,3.669e-18
271.659,,3.647e-18
271.887,,3.625e-18
272.115,,3.602e-18
272.344,,3.58e-18
272.573,,3.558e-18
272.802,,3.536e-18
273.032,,3.514e-18
273.262,,3.492e-18
273.493,,3.47e-18
273.724,,3.448e-18
273.955,,3.426e-18
274.187,,3.404e-18
274.419,,3.382e-18
274.652,,3.361e-18
274.885,,3.339e-18
275.118,,3.318e-18
275.352,,3.296e-18
275.586,,3.275e-18
275.82,,3.253e-18
276.055,,3.232e-18
